goals_+_assists,penalty_attempts,xg,npxg,progressive_receives,non_penalty_goals_per_90,non_penalty_goals_+_assists_per_90,goals
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,3,0.0,0.0,0
0,0,0.0,0.0,4,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
14,0,5.0,5.0,184,0.24,0.55,6
4,0,1.2,1.2,26,0.04,0.17,1
0,0,0.4,0.4,63,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,1.3,1.3,2,0.0,0.0,0
2,0,1.5,1.5,11,0.07,0.15,1
1,0,0.7,0.7,1,0.07,0.07,1
1,0,0.9,0.9,15,0.0,0.08,0
1,0,0.4,0.4,14,0.08,0.08,1
5,0,3.5,3.5,63,0.26,0.43,3
0,0,0.5,0.5,0,0.0,0.0,0
1,0,0.8,0.8,4,0.0,0.1,0
0,0,0.1,0.1,17,0.0,0.0,0
2,0,1.8,1.8,38,0.11,0.21,1
3,0,1.5,1.5,58,0.22,0.33,2
1,0,0.2,0.2,22,0.0,0.14,0
0,0,0.4,0.4,4,0.0,0.0,0
2,0,2.5,2.5,37,0.33,0.33,2
1,0,0.1,0.1,9,0.0,0.19,0
3,0,0.2,0.2,16,0.38,0.58,2
2,0,1.5,1.5,55,0.42,0.42,2
2,0,0.3,0.3,32,0.0,0.6,0
3,0,1.3,1.3,47,0.71,0.71,3
0,0,0.1,0.1,3,0.0,0.0,0
1,0,0.2,0.2,4,1.13,1.13,1
1,0,0.1,0.1,4,1.43,1.43,1
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
11,1,8.5,7.7,169,0.26,0.33,9
2,0,0.5,0.5,25,0.0,0.08,0
6,0,3.4,3.4,34,0.16,0.23,4
1,0,1.0,1.0,77,0.04,0.04,1
3,0,1.4,1.4,62,0.09,0.13,2
2,0,0.4,0.4,5,0.0,0.09,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.3,0.3,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
5,0,5.5,5.5,50,0.36,0.36,5
1,0,0.1,0.1,40,0.0,0.09,0
1,0,0.6,0.6,0,0.11,0.11,1
3,0,1.5,1.5,14,0.22,0.33,2
0,0,0.3,0.3,8,0.0,0.0,0
3,0,1.7,1.7,27,0.18,0.53,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,31,0.0,0.0,0
0,0,0.3,0.3,12,0.0,0.0,0
2,0,1.0,1.0,2,0.4,0.8,1
0,0,0.5,0.5,1,0.0,0.0,0
1,0,1.1,1.1,22,0.53,0.53,1
0,0,0.1,0.1,15,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.6,0.6,13,0.0,0.03,0
0,0,0.0,0.0,0,0.0,0.0,0
7,4,6.4,3.2,111,0.1,0.13,6
3,0,0.9,0.9,108,0.03,0.1,1
2,0,1.8,1.8,16,0.09,0.09,2
1,0,0.0,0.0,79,0.0,0.04,0
4,0,4.2,4.2,99,0.05,0.21,1
5,0,3.6,3.6,113,0.1,0.24,2
1,0,0.1,0.1,15,0.0,0.05,0
9,0,5.1,5.1,68,0.5,0.5,9
2,0,0.8,0.8,31,0.06,0.12,1
0,0,0.1,0.1,3,0.0,0.0,0
1,0,0.7,0.7,0,0.07,0.07,1
4,1,5.7,4.9,50,0.19,0.29,3
3,1,3.1,2.3,35,0.34,0.34,3
0,0,0.0,0.0,5,0.0,0.0,0
0,0,0.2,0.2,17,0.0,0.0,0
0,0,0.7,0.7,16,0.0,0.0,0
0,0,0.1,0.1,7,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.1,0.1,1,0.0,0.0,0
3,0,1.2,1.2,7,0.07,0.1,2
11,9,9.4,2.2,28,0.08,0.12,10
0,0,1.3,1.3,4,0.0,0.0,0
2,0,2.5,2.5,85,0.09,0.09,2
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
3,0,1.0,1.0,3,0.22,0.22,3
5,0,4.3,4.3,43,0.25,0.31,4
1,0,1.3,1.3,44,0.08,0.08,1
0,0,0.1,0.1,34,0.0,0.0,0
1,0,1.7,1.7,30,0.08,0.08,1
3,0,1.3,1.3,15,0.09,0.28,1
4,1,4.9,4.2,20,0.21,0.32,3
2,0,0.6,0.6,85,0.0,0.19,0
0,0,0.8,0.8,1,0.0,0.0,0
1,0,0.4,0.4,6,0.0,0.15,0
1,0,0.2,0.2,9,0.16,0.16,1
0,0,1.3,1.3,19,0.0,0.0,0
0,0,0.0,0.0,5,0.0,0.0,0
0,0,0.2,0.2,2,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,0,0.0,0.0,0
1,0,2.5,2.5,38,0.03,0.03,1
5,0,1.5,1.5,97,0.07,0.18,2
1,0,0.6,0.6,3,0.0,0.04,0
1,0,0.3,0.3,64,0.0,0.05,0
1,0,1.0,1.0,1,0.05,0.05,1
5,1,5.5,4.7,93,0.22,0.28,4
6,0,4.0,4.0,48,0.21,0.32,4
0,0,0.5,0.5,12,0.0,0.0,0
0,0,0.5,0.5,0,0.0,0.0,0
0,0,0.1,0.1,40,0.0,0.0,0
1,1,1.4,0.6,34,0.0,0.0,1
2,0,0.6,0.6,29,0.14,0.28,1
1,0,0.9,0.9,7,0.24,0.24,1
0,0,0.2,0.2,9,0.0,0.0,0
1,0,0.5,0.5,16,0.0,0.23,0
0,0,0.7,0.7,28,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
0,0,1.3,1.3,9,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.2,0.2,3,0.0,0.0,0
0,0,0.0,0.0,7,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.6,0.6,100,0.0,0.1,0
1,0,0.7,0.7,21,0.03,0.03,1
3,0,0.7,0.7,2,0.04,0.12,1
16,0,7.0,7.0,149,0.57,0.76,12
1,0,0.2,0.2,110,0.0,0.04,0
1,0,0.8,0.8,1,0.04,0.04,1
1,0,0.6,0.6,54,0.05,0.05,1
6,0,0.6,0.6,44,0.14,0.43,2
8,1,4.5,3.7,135,0.42,0.68,5
1,0,1.1,1.1,31,0.0,0.09,0
1,0,1.3,1.3,51,0.0,0.09,0
0,0,0.2,0.2,3,0.0,0.0,0
0,0,0.3,0.3,40,0.0,0.0,0
0,0,0.5,0.5,17,0.0,0.0,0
0,0,0.1,0.1,0,0.0,0.0,0
1,0,1.5,1.5,51,0.12,0.12,1
4,1,4.3,3.5,36,0.22,0.33,3
0,0,0.0,0.0,17,0.0,0.0,0
0,0,0.0,0.0,5,0.0,0.0,0
0,0,0.4,0.4,16,0.0,0.0,0
0,0,0.0,0.0,5,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
7,2,3.8,2.3,108,0.0,0.19,2
2,0,0.7,0.7,3,0.08,0.08,2
1,0,1.3,1.3,35,0.05,0.05,1
0,0,0.1,0.1,95,0.0,0.0,0
0,0,0.3,0.3,3,0.0,0.0,0
2,0,0.4,0.4,42,0.0,0.1,0
1,0,1.0,1.0,38,0.05,0.05,1
1,0,1.8,1.8,46,0.08,0.08,1
1,0,0.0,0.0,34,0.0,0.07,0
5,2,4.1,2.5,111,0.23,0.31,4
4,0,4.3,4.3,45,0.25,0.33,3
1,0,1.0,1.0,33,0.09,0.09,1
0,0,1.3,1.3,42,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
0,0,0.5,0.5,0,0.0,0.0,0
1,0,0.6,0.6,16,0.13,0.13,1
0,0,1.3,1.3,20,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.5,0.5,26,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,18,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.2,0.2,3,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
7,0,4.0,4.0,6,0.14,0.19,5
2,0,1.4,1.4,5,0.06,0.06,2
3,0,0.6,0.6,67,0.06,0.09,2
23,3,13.4,11.0,94,0.52,0.61,20
15,0,6.3,6.3,137,0.22,0.48,7
8,0,2.1,2.1,94,0.07,0.26,2
4,0,2.3,2.3,103,0.03,0.14,1
1,0,1.5,1.5,33,0.0,0.05,0
3,0,2.3,2.3,16,0.09,0.14,2
1,0,0.0,0.0,4,0.0,0.15,0
0,0,0.2,0.2,1,0.0,0.0,0
1,0,0.1,0.1,3,0.0,0.23,0
0,0,0.0,0.0,1,0.0,0.0,0
1,0,2.1,2.1,20,0.22,0.22,1
0,0,0.1,0.1,0,0.0,0.0,0
0,0,0.0,0.0,4,0.0,0.0,0
19,3,11.8,9.5,202,0.26,0.52,11
7,0,2.2,2.2,102,0.18,0.25,5
3,0,2.0,2.0,36,0.03,0.1,1
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.8,0.8,13,0.04,0.04,1
0,0,0.1,0.1,16,0.0,0.0,0
1,0,0.9,0.9,66,0.0,0.06,0
2,0,0.8,0.8,86,0.11,0.11,2
0,0,0.1,0.1,6,0.0,0.0,0
2,0,1.1,1.1,86,0.06,0.13,1
0,0,0.3,0.3,1,0.0,0.0,0
0,0,0.2,0.2,4,0.0,0.0,0
0,0,0.2,0.2,21,0.0,0.0,0
4,0,3.4,3.4,35,0.52,0.52,4
1,0,0.1,0.1,7,0.0,0.13,0
4,0,3.3,3.3,45,0.33,0.44,3
1,0,0.1,0.1,42,0.0,0.15,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
13,0,5.1,5.1,26,0.32,0.41,10
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.8,0.8,54,0.03,0.1,1
14,0,4.7,4.7,249,0.22,0.5,6
1,0,0.8,0.8,1,0.0,0.04,0
9,2,3.3,1.8,114,0.08,0.27,4
17,0,17.0,17.0,104,0.55,0.67,14
10,0,6.5,6.5,127,0.26,0.43,6
7,0,3.5,3.5,90,0.2,0.35,4
2,0,0.5,0.5,55,0.0,0.16,0
1,0,0.3,0.3,2,0.0,0.09,0
1,0,0.4,0.4,3,0.09,0.09,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
13,0,5.1,5.1,26,0.32,0.41,10
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.8,0.8,54,0.03,0.1,1
14,0,4.7,4.7,249,0.22,0.5,6
1,0,0.8,0.8,1,0.0,0.04,0
9,2,3.3,1.8,114,0.08,0.27,4
17,0,17.0,17.0,104,0.55,0.67,14
10,0,6.5,6.5,127,0.26,0.43,6
7,0,3.5,3.5,90,0.2,0.35,4
2,0,0.5,0.5,55,0.0,0.16,0
1,0,0.3,0.3,2,0.0,0.09,0
1,0,0.4,0.4,3,0.09,0.09,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
1,0,0.0,0.0,0,0.0,0.03,0
3,0,0.5,0.5,99,0.03,0.09,1
3,0,1.1,1.1,27,0.0,0.09,0
2,0,1.3,1.3,3,0.03,0.06,1
5,0,4.1,4.1,96,0.11,0.18,3
9,2,6.2,4.7,122,0.26,0.26,9
1,0,1.2,1.2,2,0.0,0.04,0
1,0,3.5,3.5,127,0.04,0.04,1
4,0,0.3,0.3,32,0.05,0.19,1
4,0,6.7,6.7,112,0.17,0.22,3
1,0,0.7,0.7,30,0.0,0.06,0
2,0,0.8,0.8,25,0.11,0.11,2
8,0,8.2,8.2,77,0.47,0.47,8
10,0,1.1,1.1,80,0.26,0.66,4
1,0,2.1,2.1,81,0.0,0.07,0
1,0,1.1,1.1,19,0.07,0.07,1
3,0,0.6,0.6,3,0.26,0.26,3
1,0,0.2,0.2,9,0.0,0.16,0
0,0,0.1,0.1,26,0.0,0.0,0
1,0,0.1,0.1,18,0.0,0.26,0
0,0,0.6,0.6,7,0.0,0.0,0
0,0,0.0,0.0,1,0.0,0.0,0
0,0,0.4,0.4,0,0.0,0.0,0
19,3,11.8,9.5,202,0.26,0.52,11
7,0,2.2,2.2,102,0.18,0.25,5
3,0,2.0,2.0,36,0.03,0.1,1
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.8,0.8,13,0.04,0.04,1
0,0,0.1,0.1,16,0.0,0.0,0
1,0,0.9,0.9,66,0.0,0.06,0
2,0,0.8,0.8,86,0.11,0.11,2
0,0,0.1,0.1,6,0.0,0.0,0
2,0,1.1,1.1,86,0.06,0.13,1
0,0,0.3,0.3,1,0.0,0.0,0
0,0,0.2,0.2,4,0.0,0.0,0
0,0,0.2,0.2,21,0.0,0.0,0
4,0,3.4,3.4,35,0.52,0.52,4
1,0,0.1,0.1,7,0.0,0.13,0
4,0,3.3,3.3,45,0.33,0.44,3
1,0,0.1,0.1,42,0.0,0.15,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
13,0,5.1,5.1,26,0.32,0.41,10
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.8,0.8,54,0.03,0.1,1
14,0,4.7,4.7,249,0.22,0.5,6
1,0,0.8,0.8,1,0.0,0.04,0
9,2,3.3,1.8,114,0.08,0.27,4
17,0,17.0,17.0,104,0.55,0.67,14
10,0,6.5,6.5,127,0.26,0.43,6
7,0,3.5,3.5,90,0.2,0.35,4
2,0,0.5,0.5,55,0.0,0.16,0
1,0,0.3,0.3,2,0.0,0.09,0
1,0,0.4,0.4,3,0.09,0.09,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
19,3,11.8,9.5,202,0.26,0.52,11
7,0,2.2,2.2,102,0.18,0.25,5
3,0,2.0,2.0,36,0.03,0.1,1
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.8,0.8,13,0.04,0.04,1
0,0,0.1,0.1,16,0.0,0.0,0
1,0,0.9,0.9,66,0.0,0.06,0
2,0,0.8,0.8,86,0.11,0.11,2
0,0,0.1,0.1,6,0.0,0.0,0
2,0,1.1,1.1,86,0.06,0.13,1
0,0,0.3,0.3,1,0.0,0.0,0
0,0,0.2,0.2,4,0.0,0.0,0
0,0,0.2,0.2,21,0.0,0.0,0
4,0,3.4,3.4,35,0.52,0.52,4
1,0,0.1,0.1,7,0.0,0.13,0
4,0,3.3,3.3,45,0.33,0.44,3
1,0,0.1,0.1,42,0.0,0.15,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
13,0,5.1,5.1,26,0.32,0.41,10
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.8,0.8,54,0.03,0.1,1
14,0,4.7,4.7,249,0.22,0.5,6
1,0,0.8,0.8,1,0.0,0.04,0
9,2,3.3,1.8,114,0.08,0.27,4
17,0,17.0,17.0,104,0.55,0.67,14
10,0,6.5,6.5,127,0.26,0.43,6
7,0,3.5,3.5,90,0.2,0.35,4
2,0,0.5,0.5,55,0.0,0.16,0
1,0,0.3,0.3,2,0.0,0.09,0
1,0,0.4,0.4,3,0.09,0.09,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.9,0.9,10,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
2,0,1.2,1.2,117,0.0,0.06,0
6,0,3.2,3.0,58,0.0,0.21,0
3,0,1.5,1.5,80,0.08,0.12,2
1,0,0.2,0.2,5,0.0,0.04,0
7,2,4.7,3.1,138,0.1,0.29,3
2,0,1.5,1.5,44,0.11,0.11,2
0,0,0.1,0.1,2,0.0,0.0,0
0,0,0.1,0.1,6,0.0,0.0,0
0,0,0.1,0.1,9,0.0,0.0,0
0,0,0.7,0.7,11,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.6,0.6,6,1.45,1.45,1
0,0,0.0,0.0,8,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
19,3,11.8,9.5,202,0.26,0.52,11
7,0,2.2,2.2,102,0.18,0.25,5
3,0,2.0,2.0,36,0.03,0.1,1
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.8,0.8,13,0.04,0.04,1
0,0,0.1,0.1,16,0.0,0.0,0
1,0,0.9,0.9,66,0.0,0.06,0
2,0,0.8,0.8,86,0.11,0.11,2
0,0,0.1,0.1,6,0.0,0.0,0
2,0,1.1,1.1,86,0.06,0.13,1
0,0,0.3,0.3,1,0.0,0.0,0
0,0,0.2,0.2,4,0.0,0.0,0
0,0,0.2,0.2,21,0.0,0.0,0
4,0,3.4,3.4,35,0.52,0.52,4
1,0,0.1,0.1,7,0.0,0.13,0
4,0,3.3,3.3,45,0.33,0.44,3
1,0,0.1,0.1,42,0.0,0.15,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,2,0.0,0.0,0
13,0,5.1,5.1,26,0.32,0.41,10
0,0,0.0,0.0,0,0.0,0.0,0
3,0,0.8,0.8,54,0.03,0.1,1
14,0,4.7,4.7,249,0.22,0.5,6
1,0,0.8,0.8,1,0.0,0.04,0
9,2,3.3,1.8,114,0.08,0.27,4
17,0,17.0,17.0,104,0.55,0.67,14
10,0,6.5,6.5,127,0.26,0.43,6
7,0,3.5,3.5,90,0.2,0.35,4
2,0,0.5,0.5,55,0.0,0.16,0
1,0,0.3,0.3,2,0.0,0.09,0
1,0,0.4,0.4,3,0.09,0.09,1
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
11,0,2.7,2.7,176,0.12,0.32,4
4,0,2.9,2.9,76,0.09,0.12,3
4,0,0.9,0.9,119,0.0,0.12,0
0,0,0.4,0.4,11,0.0,0.0,0
1,0,0.7,0.7,18,0.0,0.03,0
18,0,10.3,10.3,112,0.49,0.63,14
0,0,0.0,0.0,0,0.0,0.0,0
21,0,8.6,8.6,161,0.52,0.73,15
3,0,1.0,1.0,41,0.09,0.13,2
9,0,1.5,1.5,89,0.11,0.48,2
0,0,0.4,0.4,1,0.0,0.0,0
1,0,0.8,0.8,2,0.06,0.06,1
4,0,1.4,1.4,21,0.07,0.26,1
3,0,3.3,3.3,35,0.17,0.25,2
6,0,3.2,3.2,79,0.18,0.54,2
0,0,0.5,0.5,5,0.0,0.0,0
5,0,2.9,2.9,62,0.33,0.55,3
0,0,0.0,0.0,0,0.0,0.0,0
2,0,0.8,0.8,42,0.27,0.27,2
0,0,0.3,0.3,0,0.0,0.0,0
1,0,0.6,0.6,4,0.0,0.18,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.1,0.1,28,0.0,0.0,0
0,0,0.1,0.1,11,0.0,0.0,0
0,0,0.0,0.0,2,0.0,0.0,0
0,0,0.0,0.0,3,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
47,9,25.2,18.2,488,0.53,1.01,29
4,0,2.2,2.2,6,0.08,0.11,3
4,0,1.1,1.1,55,0.0,0.11,0
10,0,2.8,2.8,80,0.17,0.35,5
3,0,1.7,1.7,3,0.04,0.11,1
12,0,7.3,7.3,127,0.22,0.43,6
1,0,1.2,1.2,108,0.0,0.04,0
0,0,0.0,0.0,0,0.0,0.0,0
18,0,12.0,12.0,293,0.49,0.68,13
9,0,1.9,1.9,94,0.11,0.34,3
14,0,7.1,7.1,278,0.47,0.65,10
6,0,4.3,4.3,79,0.16,0.32,3
9,0,7.9,7.9,88,0.45,0.68,6
0,0,0.0,0.0,0,0.0,0.0,0
1,0,0.4,0.4,43,0.0,0.11,0
7,0,5.8,5.8,78,0.4,0.56,5
2,0,0.7,0.7,39,0.0,0.24,0
0,0,0.3,0.3,2,0.0,0.0,0
0,0,0.1,0.1,4,0.0,0.0,0
3,0,1.8,1.8,30,0.24,0.73,1
0,0,0.0,0.0,8,0.0,0.0,0
0,0,0.3,0.3,7,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
0,0,0.0,0.0,0,0.0,0.0,0
